method,run_id,time,source,target,ml_avg_reliability,ml_min_reliability,ml_hops,base_avg_reliability,base_min_reliability,base_hops
paper_baseline,24,52.0,62,23,0.33837039372415206,0.32648661931344003,5,0.33837039372415206,0.32648661931344003,5
paper_baseline,24,52.0,93,63,0.32527373379573826,0.3219702898685114,4,0.32527373379573826,0.3219702898685114,4
paper_baseline,24,53.0,36,16,0.33121854194098777,0.32253129578457373,4,0.33121854194098777,0.32253129578457373,4
paper_baseline,24,53.0,25,81,0.33737183410297783,0.32883774410711963,3,0.33737183410297783,0.32883774410711963,3
paper_baseline,24,53.0,92,95,0.3288691171652356,0.3209906159010404,6,0.3288691171652356,0.3209906159010404,6
paper_baseline,24,53.0,27,0,0.3318663812402801,0.3143772370690455,7,0.3318663812402801,0.3143772370690455,7
paper_baseline,24,53.0,55,8,0.3266429591439328,0.3188727026575917,5,0.3266429591439328,0.3188727026575917,5
paper_baseline,24,54.0,62,71,0.33390062931572734,0.3272159270043211,6,0.33390062931572734,0.3272159270043211,6
paper_baseline,24,54.0,78,26,0.33445220785964647,0.32801988093692624,4,0.33445220785964647,0.32801988093692624,4
paper_baseline,24,54.0,90,22,0.32315319325185604,0.3148469056582778,6,0.32315319325185604,0.3148469056582778,6
paper_baseline,24,54.0,4,53,0.32695087875472145,0.3146174032380705,6,0.32695087875472145,0.3146174032380705,6
paper_baseline,24,54.0,88,33,0.31886791169797796,0.3146174032380705,3,0.31886791169797796,0.3146174032380705,3
paper_baseline,24,55.0,78,48,0.36641297834370823,0.3326127111885907,5,0.36641297834370823,0.3326127111885907,5
paper_baseline,24,55.0,80,74,0.3321117468147846,0.33117681422822287,2,0.3321117468147846,0.33117681422822287,2
paper_baseline,24,55.0,30,81,0.3284071759302189,0.3201282431705643,3,0.3284071759302189,0.3201282431705643,3
paper_baseline,24,55.0,44,61,0.34172001632017207,0.3393573004951689,3,0.34172001632017207,0.3393573004951689,3
paper_baseline,24,55.0,67,84,0.33908236123217295,0.3365986350401513,3,0.33908236123217295,0.3365986350401513,3
paper_baseline,24,56.0,23,38,0.3320432438196621,0.3183418334229706,4,0.3320432438196621,0.3183418334229706,4
paper_baseline,24,56.0,29,37,0.3308839088666753,0.3183418334229706,4,0.3308839088666753,0.3183418334229706,4
paper_baseline,24,56.0,85,62,0.33258929730531706,0.3192816342426883,4,0.33258929730531706,0.3192816342426883,4
paper_baseline,24,56.0,62,80,0.34238750517732736,0.3412749207173458,3,0.34238750517732736,0.3412749207173458,3
paper_baseline,24,56.0,50,76,0.31820320468834035,0.30951039483689113,4,0.31820320468834035,0.30951039483689113,4
paper_baseline,24,57.0,45,69,0.3164817047161588,0.3164817047161588,1,0.3164817047161588,0.3164817047161588,1
paper_baseline,24,57.0,61,37,0.33443426494315753,0.3275720034865822,5,0.33443426494315753,0.3275720034865822,5
paper_baseline,24,57.0,12,28,0.32467610022069326,0.31970632963038526,6,0.32467610022069326,0.31970632963038526,6
paper_baseline,24,57.0,14,96,0.3256442604303827,0.3187498377255614,6,0.3256442604303827,0.3187498377255614,6
paper_baseline,24,57.0,97,36,0.33661115335398084,0.33661115335398084,1,0.33661115335398084,0.33661115335398084,1
paper_baseline,24,58.0,53,57,0.3400181438276986,0.3271222714712265,6,0.3400181438276986,0.3271222714712265,6
paper_baseline,24,58.0,41,31,0.3296259342371247,0.296824242873834,5,0.3296259342371247,0.296824242873834,5
paper_baseline,24,58.0,84,54,0.34844199076978283,0.32488566606702407,9,0.34844199076978283,0.32488566606702407,9
paper_baseline,24,58.0,14,22,0.3391424027744293,0.33223067079616486,4,0.3391424027744293,0.33223067079616486,4
paper_baseline,24,58.0,59,40,0.33054834850985704,0.32345208731292074,4,0.33054834850985704,0.32345208731292074,4
paper_baseline,24,59.0,84,14,0.34347041659712046,0.3380674505294784,3,0.34347041659712046,0.3380674505294784,3
paper_baseline,24,59.0,44,89,0.3157220748873352,0.3070442870124813,5,0.3157220748873352,0.3070442870124813,5
paper_baseline,24,59.0,50,90,0.3199586663823001,0.3126761373119935,8,0.3199586663823001,0.3126761373119935,8
paper_baseline,24,59.0,16,99,0.3944173246747782,0.3383280169136329,4,0.3944173246747782,0.3383280169136329,4
paper_baseline,24,59.0,61,62,0.33514799428793973,0.3237608723873816,5,0.33514799428793973,0.3237608723873816,5
paper_baseline,24,60.0,76,52,0.33282014428515794,0.3047937723706905,5,0.33282014428515794,0.3047937723706905,5
paper_baseline,24,60.0,87,30,0.32221880158008936,0.32057102056712594,3,0.32221880158008936,0.32057102056712594,3
paper_baseline,24,60.0,3,37,0.3258384488418241,0.3258384488418241,2,0.3258384488418241,0.3258384488418241,2
paper_baseline,24,60.0,34,64,0.33696552981831446,0.32510543202091946,6,0.33696552981831446,0.32510543202091946,6
paper_baseline,24,60.0,27,52,0.31544488696426254,0.3019669516514901,4,0.31544488696426254,0.3019669516514901,4
paper_baseline,24,61.0,7,71,0.3436056452958959,0.3436056452958959,1,0.3436056452958959,0.3436056452958959,1
