method,run_id,time,source,target,ml_avg_reliability,ml_min_reliability,ml_hops,base_avg_reliability,base_min_reliability,base_hops
ours,1,166.0,81,3,0.6916760910008674,0.6586769184199942,6,0.6348949332311039,0.5699765998568652,6
ours,1,166.0,11,95,0.7916736224846583,0.7126942060791644,2,0.7916736224846583,0.7126942060791644,2
ours,1,166.0,67,27,0.681715125220652,0.6696644662373579,2,0.681715125220652,0.6696644662373579,2
ours,1,166.0,48,53,0.6624769669853502,0.651860099175537,3,0.4713214599255983,0.43516984259620184,3
ours,1,166.0,58,43,0.7176729607808362,0.648235613130703,5,0.5607872481783612,0.4427336594923663,5
ours,1,167.0,20,47,0.6889929076357556,0.6684527261596281,7,0.6579460631303699,0.5796034462149131,7
ours,1,167.0,39,92,0.5646461688266187,0.44780904764573415,4,0.5195182940011349,0.44780904764573415,4
ours,1,167.0,41,99,0.6052341310629313,0.5739501958529594,3,0.5362658920651157,0.46117732747972817,3
ours,1,167.0,72,76,0.7477023086185547,0.7477023086185547,2,0.5031297489657132,0.5031297489657132,2
ours,1,167.0,10,6,0.7607974782328308,0.6976139575166087,4,0.7607974782328308,0.6976139575166087,4
ours,1,168.0,19,20,0.6451061178406046,0.6451061178406046,1,0.6451061178406046,0.6451061178406046,1
ours,1,168.0,96,79,0.6709141649644906,0.5327151537737052,6,0.5895024703445935,0.43436331382786597,6
ours,1,168.0,6,86,0.7358251689745489,0.7167894646383433,3,0.6179857824085556,0.5915937231352818,3
ours,1,168.0,10,34,0.7745099142453381,0.7196657173885582,7,0.6054410606009689,0.43436331382786597,6
ours,1,168.0,56,84,0.6925155056461466,0.5305748452135638,6,0.6248400633523997,0.4309328846859857,6
ours,1,169.0,54,62,0.7529155913379637,0.7482673229863027,3,0.7529155913379637,0.7482673229863027,3
ours,1,169.0,77,56,0.6780429862114357,0.5697040387016555,2,0.6519261687460263,0.5697040387016555,2
ours,1,169.0,53,34,0.6795019572505926,0.5605866162653887,3,0.6795019572505926,0.5605866162653887,3
ours,1,169.0,27,96,0.7670758619967126,0.7452073619081716,5,0.7048900558545065,0.6524571186579011,5
ours,1,169.0,65,14,0.6738153706828564,0.5762719764897916,5,0.6563628227789373,0.5326406067299939,5
ours,1,170.0,44,55,0.6750752848934356,0.6443914820389396,4,0.6591960690866203,0.614165955046433,4
ours,1,170.0,86,75,0.7093750703098571,0.6186555580104962,5,0.5797515105992457,0.5079932904479794,5
ours,1,170.0,62,67,0.6394824192355295,0.6394824192355295,1,0.6394824192355295,0.6394824192355295,1
ours,1,170.0,85,39,0.7179402156072943,0.6557446471748904,2,0.7141944637087043,0.6557446471748904,2
ours,1,170.0,5,28,0.6511418248350296,0.5584614022791785,5,0.5651263764720267,0.5439390742812475,4
ours,1,171.0,50,76,0.7026690419578059,0.6322668299345612,2,0.7026690419578059,0.6322668299345612,2
ours,1,171.0,7,0,0.7886592887576584,0.721134502807957,9,0.7236899102870986,0.5303491930702876,8
ours,1,171.0,26,38,0.5424520839624047,0.5303491930702876,2,0.5424520839624047,0.5303491930702876,2
ours,1,171.0,27,98,0.7458246287892158,0.674531030157923,4,0.7458246287892158,0.674531030157923,4
ours,1,171.0,17,97,0.6926837306749474,0.6926837306749474,1,0.6926837306749474,0.6926837306749474,1
ours,1,172.0,32,37,0.6901988849686636,0.45012585686443374,5,0.6136820043365887,0.45012585686443374,5
ours,1,172.0,0,63,0.7273613788532479,0.6948715251926577,6,0.6521158426554224,0.6285173597591401,5
ours,1,172.0,95,55,0.7123058744890235,0.6709198470940789,2,0.660065089854056,0.660065089854056,2
ours,1,172.0,22,16,0.6726373495522969,0.5679365949750066,5,0.5230070057468362,0.39548995454224833,4
ours,1,172.0,48,68,0.6444727149106315,0.49710144855634264,7,0.5266247301076759,0.4336038180618935,6
ours,1,173.0,90,29,0.6438091955990002,0.6438091955990002,2,0.6438091955990002,0.6438091955990002,2
ours,1,173.0,64,71,0.725893322302277,0.725893322302277,1,0.725893322302277,0.725893322302277,1
ours,1,173.0,85,45,0.7701805320200394,0.703773567560255,5,0.676473269506191,0.602499608771186,4
ours,1,173.0,9,50,0.7460776273766284,0.5827659539492978,7,0.6291276559346426,0.5827659539492978,6
ours,1,173.0,94,5,0.5252545121145449,0.500662086794727,2,0.5252545121145449,0.500662086794727,2
ours,1,174.0,55,2,0.7717719179870319,0.6445304002095754,3,0.5579925126214608,0.5332471022703758,3
ours,1,174.0,58,9,0.7560636778376236,0.6074833333236308,5,0.6702199667393158,0.5332471022703758,5
ours,1,174.0,40,73,0.6175246596097678,0.5548496016822365,3,0.6175165921560511,0.5548496016822365,3
ours,1,174.0,54,73,0.7367499597335523,0.6370257183257323,6,0.5817721890566511,0.5125449474525451,5
ours,1,174.0,51,90,0.65181054383379,0.5690722875771157,6,0.65181054383379,0.5690722875771157,6
ours,1,175.0,81,53,0.6110984234687027,0.6110984234687027,2,0.6110984234687027,0.6110984234687027,2
ours,1,175.0,51,2,0.6954200382657179,0.6142441613249302,5,0.6705104606102215,0.5849451470542699,5
ours,1,175.0,41,21,0.71452346757852,0.5789833676437925,6,0.6011613903695594,0.5039971433992098,5
ours,1,175.0,79,58,0.6755160449306336,0.37964473840564805,4,0.6617714389776208,0.37964473840564805,4
ours,1,175.0,88,46,0.439142392639539,0.3731189844433145,2,0.439142392639539,0.3731189844433145,2
ours,1,176.0,13,31,0.837310890903912,0.837310890903912,2,0.837310890903912,0.837310890903912,2
ours,1,176.0,55,75,0.7264211733578989,0.6703490072246849,6,0.5463923137899183,0.4692540272024007,4
ours,1,176.0,51,67,0.7453923014320216,0.6662604925782016,4,0.7399154141414259,0.6662604925782016,4
ours,1,176.0,10,50,0.6821469940181959,0.6821469940181959,1,0.6821469940181959,0.6821469940181959,1
ours,1,176.0,39,95,0.48841171396028954,0.4692540272024007,3,0.48841171396028954,0.4692540272024007,3
ours,1,177.0,43,28,0.6869495655191059,0.5793094650670665,5,0.5950335710884288,0.5567230418063536,4
ours,1,177.0,42,99,0.6209072113092154,0.4292258897393286,6,0.6152972512070037,0.4292258897393286,6
ours,1,177.0,21,9,0.6600921551905556,0.5817256482035694,4,0.5940033473708832,0.5817256482035694,4
ours,1,177.0,65,81,0.6345555315242724,0.45041350780760925,5,0.5736399644110973,0.45041350780760925,5
ours,1,177.0,65,24,0.7297767777693328,0.45041350780760925,7,0.7181819378453363,0.45041350780760925,7
ours,1,178.0,99,44,0.44428816803591586,0.44428816803591586,1,0.44428816803591586,0.44428816803591586,1
ours,1,178.0,44,93,0.635480970222755,0.5645209748495275,3,0.5724939797918244,0.5515784144816285,3
ours,1,178.0,82,18,0.6030890949151397,0.5515784144816285,2,0.558049694665578,0.5515784144816285,2
ours,1,178.0,30,13,0.7399256197575977,0.6542139047466933,10,0.680582896800748,0.4478162060788211,9
ours,1,178.0,18,32,0.6527377907045405,0.5515784144816285,6,0.5156561340481869,0.4478162060788211,5
ours,1,179.0,25,22,0.6659794152462631,0.6072606934873441,5,0.6248578212257312,0.4965809910860197,5
ours,1,179.0,77,19,0.720551956488368,0.673694553016658,8,0.6519491880323175,0.5670317711290888,7
ours,1,179.0,97,83,0.4861735593932053,0.4861735593932053,1,0.4861735593932053,0.4861735593932053,1
ours,1,179.0,9,22,0.6058133899327348,0.5292202171459183,3,0.5546033599021493,0.5164594361982804,3
ours,1,179.0,98,80,0.66544666876054,0.5839096739462617,6,0.6391914926514487,0.5670317711290888,6
ours,1,180.0,63,59,0.7820227894264902,0.666077198758238,7,0.7089220589887395,0.6054838656560525,6
ours,1,180.0,96,72,0.7638965247955973,0.6171879934313581,4,0.5673248460353352,0.5365153704486916,3
ours,1,180.0,97,74,0.48060793441348176,0.4127247954616864,3,0.4649147486448741,0.4127247954616864,3
ours,1,180.0,57,87,0.691402286179036,0.6346245114894904,3,0.6708199536603606,0.6346245114894904,3
ours,1,180.0,72,82,0.5929370842060478,0.5913865043549622,5,0.5626685398912348,0.5366582928531426,5
ours,1,181.0,81,79,0.7220164280887467,0.7220164280887467,1,0.7220164280887467,0.7220164280887467,1
ours,1,181.0,41,80,0.662878703490931,0.6314383563526842,4,0.6219081626619692,0.5511604321256686,4
ours,1,181.0,40,19,0.6757222776383223,0.5817511253468468,5,0.6186145284462555,0.5396396824718466,5
ours,1,181.0,56,8,0.6125689804845773,0.5778358234233967,2,0.6125689804845773,0.5778358234233967,2
ours,1,181.0,60,56,0.647302137545758,0.647302137545758,2,0.647302137545758,0.647302137545758,2
ours,1,182.0,80,38,0.6739959324953971,0.6739959324953971,1,0.6739959324953971,0.6739959324953971,1
ours,1,182.0,35,75,0.7211718315477449,0.6257668060005526,8,0.6798271331521818,0.5622377686811633,7
ours,1,182.0,7,45,0.6463181782646458,0.6306313399740298,3,0.6463181782646458,0.6306313399740298,3
ours,1,182.0,64,9,0.5006516573658112,0.5006516573658112,1,0.5006516573658112,0.5006516573658112,1
ours,1,182.0,39,59,0.6863031352778506,0.5622377686811633,7,0.6754182206804261,0.5622377686811633,7
ours,1,183.0,57,4,0.6001670932806302,0.6001670932806302,2,0.6001670932806302,0.6001670932806302,2
ours,1,183.0,7,47,0.7281864496274598,0.5691375752272033,6,0.7281864496274598,0.5691375752272033,6
ours,1,183.0,36,9,0.6523267582994055,0.6523267582994055,2,0.6523267582994055,0.6523267582994055,2
ours,1,183.0,82,11,0.7429061596357179,0.6145447041998637,3,0.7429061596357179,0.6145447041998637,3
ours,1,183.0,78,76,0.6637467903012342,0.5394278025438591,5,0.6637467903012342,0.5394278025438591,5
ours,1,184.0,64,49,0.5975529790389884,0.5975529790389884,2,0.5975529790389884,0.5975529790389884,2
ours,1,184.0,59,74,0.7662411845945567,0.6820032326759646,5,0.7593612590852155,0.6820032326759646,5
ours,1,184.0,70,94,0.6338443227426963,0.5417128258989385,4,0.6338443227426963,0.5417128258989385,4
ours,1,184.0,5,57,0.6856249408920044,0.6844145204115664,3,0.6856249408920044,0.6844145204115664,3
ours,1,184.0,73,83,0.42096516328660005,0.42096516328660005,1,0.42096516328660005,0.42096516328660005,1
ours,1,185.0,24,41,0.6412583351911615,0.5815057934037138,7,0.5643667745599475,0.4635875341231911,7
ours,1,185.0,77,60,0.7237921498525577,0.6383797584241037,4,0.7237921498525577,0.6383797584241037,4
ours,1,185.0,64,19,0.7079605836697122,0.5444879410552298,3,0.6498585703357719,0.5444879410552298,3
ours,1,185.0,7,57,0.689935890243457,0.6324371738522098,4,0.6829384743009597,0.6324371738522098,4
ours,1,185.0,91,10,0.5610958749552983,0.5129708242445609,4,0.5192704876048252,0.4635875341231911,4
ours,1,186.0,64,82,0.6996674787130491,0.6041822237292094,7,0.5343766783179446,0.4849097603807321,6
ours,1,186.0,22,5,0.6830323279491299,0.622341296729144,4,0.6340444485655942,0.5462723508131714,4
ours,1,186.0,31,90,0.691759704371586,0.5027396015052645,7,0.6000922191211581,0.5027396015052645,6
ours,1,186.0,56,67,0.6127610278927833,0.6127610278927833,2,0.6016257661504119,0.6016257661504119,2
ours,1,186.0,66,78,0.8039853093349685,0.8039853093349685,2,0.8039853093349685,0.8039853093349685,2
ours,1,187.0,20,46,0.7659782356526894,0.654061214460618,9,0.7288643922930844,0.6044176633988568,9
ours,1,187.0,47,36,0.7447829171048916,0.7147967254287095,5,0.7242050738492228,0.645289606753533,5
ours,1,187.0,49,52,0.5755673978944551,0.5365398702684825,4,0.4660618202645628,0.4308227952626029,3
ours,1,187.0,99,43,0.6870651366026981,0.6036154354216089,2,0.5862026375361061,0.5862026375361061,2
ours,1,187.0,86,76,0.6049528268899413,0.5733862752510797,2,0.5270168755017656,0.5270168755017656,2
ours,1,188.0,6,80,0.7474317310559591,0.664718853789834,6,0.6838061421503859,0.606379829782054,6
ours,1,188.0,82,42,0.7062480084364011,0.6241939196865596,8,0.6594811763347818,0.5579936098169026,8
ours,1,188.0,8,42,0.7094329174005939,0.5579936098169026,5,0.7002307098481664,0.5579936098169026,5
ours,1,188.0,12,71,0.6108761058758567,0.4648682816425911,3,0.6108761058758567,0.4648682816425911,3
ours,1,188.0,86,49,0.6888176568954618,0.6779678815454231,3,0.6888176568954618,0.6779678815454231,3
ours,1,189.0,36,32,0.6231219162286896,0.6231219162286896,2,0.6231219162286896,0.6231219162286896,2
ours,1,189.0,92,84,0.7074174388108618,0.698013616568695,4,0.7074174388108618,0.698013616568695,4
ours,1,189.0,77,19,0.7426099476516801,0.61256582990257,8,0.6811480535277787,0.61256582990257,7
ours,1,189.0,42,10,0.6505842978068019,0.554987221372273,5,0.5526424803398176,0.44678324082186704,4
ours,1,189.0,74,84,0.7710228458561622,0.7186515677862173,6,0.6509430360294969,0.6117209289215765,5
ours,1,190.0,18,44,0.6637622967252083,0.5712559664665683,3,0.6282142612891047,0.5712559664665683,3
ours,1,190.0,39,83,0.636609537421041,0.630905934325585,3,0.6216235249245666,0.6169823202240574,3
ours,1,190.0,89,84,0.8331683017403533,0.8132026089409119,2,0.8331683017403533,0.8132026089409119,2
ours,1,190.0,50,16,0.7299930697757605,0.603952636151524,10,0.6615254853798441,0.603952636151524,9
ours,1,190.0,76,90,0.6634553815402191,0.6197947980508901,7,0.6138101227479519,0.5653468281658929,7
ours,1,191.0,10,39,0.7109814855095147,0.6561509979849754,6,0.5587511041939426,0.4612786654975505,6
ours,1,191.0,71,48,0.4612786654975505,0.4612786654975505,1,0.4612786654975505,0.4612786654975505,1
ours,1,191.0,82,42,0.7413841405877686,0.6621544890085593,9,0.6556803123091722,0.5470982035084277,8
ours,1,191.0,16,85,0.7292193813333426,0.6617449311695338,6,0.7262511772689683,0.6617449311695338,6
ours,1,191.0,89,94,0.7420815962868643,0.720316194382233,5,0.6416931811368927,0.5470982035084277,4
ours,1,192.0,87,67,0.787763164883282,0.57918779415343,6,0.7872062236038587,0.57918779415343,6
ours,1,192.0,11,82,0.7633752433564546,0.7099715488060692,3,0.7087374208206513,0.6629832328081945,3
ours,1,192.0,85,54,0.7867253095619007,0.7590811026888171,4,0.7734496528949725,0.7554980368763087,4
ours,1,192.0,65,46,0.7081661352864893,0.5582463492784644,11,0.6173601108925092,0.4545745436314024,10
ours,1,192.0,2,46,0.691889314721494,0.691889314721494,1,0.691889314721494,0.691889314721494,1
ours,1,193.0,39,23,0.737807957007578,0.6702983862514842,7,0.6179479249625092,0.5511937895038479,6
ours,1,193.0,27,43,0.7646959665736458,0.5887656402117073,5,0.6887433026087633,0.5887656402117073,4
ours,1,193.0,98,62,0.8394960306689657,0.809053032274534,6,0.8394960306689657,0.809053032274534,6
ours,1,193.0,24,28,0.7474335453024007,0.554425724520022,6,0.6279091475699906,0.5264501661326642,6
ours,1,193.0,17,19,0.6030664378538542,0.5511937895038479,3,0.5770319848686619,0.5511937895038479,3
ours,1,194.0,9,37,0.7246042870893034,0.6351163637684608,7,0.6191359202017905,0.540343147117157,7
ours,1,194.0,12,64,0.7316241568154078,0.7091373487750804,3,0.6076631215472257,0.5569260079332984,3
ours,1,194.0,98,69,0.7640320694327357,0.71562344111476,11,0.7314337744096862,0.6291885106889661,11
ours,1,194.0,94,67,0.8142112843072752,0.6480662219752644,7,0.7501386395027846,0.6480662219752644,6
ours,1,194.0,4,84,0.6952268428813174,0.6298329825324404,5,0.6266773647677147,0.5569260079332984,5
ours,1,195.0,43,98,0.789462316148793,0.6843209667996324,7,0.789462316148793,0.6843209667996324,7
ours,1,195.0,79,16,0.7434875701360716,0.7011613547252733,6,0.7377161659218041,0.7011613547252733,6
ours,1,195.0,76,48,0.6590918122828764,0.6323517533561647,3,0.6590918122828764,0.6323517533561647,3
ours,1,195.0,19,20,0.7320944377949914,0.7320944377949914,2,0.7320944377949914,0.7320944377949914,2
ours,1,195.0,23,88,0.7454374578943711,0.7011613547252733,8,0.7127093711982206,0.7011613547252733,8
ours,1,196.0,98,79,0.7393725744153035,0.5763144874099208,9,0.6992048851698605,0.5763144874099208,8
ours,1,196.0,21,92,0.7570689182482226,0.6991753332518812,5,0.745363626773886,0.6991753332518812,5
ours,1,196.0,56,5,0.7688332091957923,0.6579219514805783,8,0.6794526513775406,0.5763144874099208,7
ours,1,196.0,52,46,0.7325122737120536,0.7017504398391455,8,0.6855140964230824,0.6277881338670959,8
ours,1,196.0,86,92,0.7181289134505532,0.6222411012723124,7,0.6465321431446195,0.5841581681829793,7
ours,1,197.0,30,56,0.6981350786115029,0.6741367800398529,3,0.6981350786115029,0.6741367800398529,3
ours,1,197.0,78,36,0.6786306299187291,0.6786306299187291,1,0.6786306299187291,0.6786306299187291,1
ours,1,197.0,96,95,0.6924109869207485,0.60063613263562,6,0.6146718403558129,0.4834374979100755,5
ours,1,197.0,57,29,0.7159558506375056,0.6741367800398529,5,0.7159558506375056,0.6741367800398529,5
ours,1,197.0,68,30,0.7386487000813909,0.682101299706943,6,0.6934268042090689,0.6348111046324053,6
ours,1,198.0,39,60,0.6176803957962413,0.6176803957962413,1,0.6176803957962413,0.6176803957962413,1
ours,1,198.0,24,47,0.7266436313895714,0.7039741742682715,5,0.6906613488199838,0.6223725526020716,5
ours,1,198.0,86,73,0.6901389343860305,0.6901389343860305,1,0.6901389343860305,0.6901389343860305,1
ours,1,198.0,56,59,0.7320412470367388,0.6405246579163039,4,0.6979165859363459,0.6315334324136721,4
ours,1,198.0,98,36,0.7877308387963218,0.6315334324136721,5,0.7819675444617726,0.6315334324136721,5
ours,1,199.0,99,48,0.7458521572633788,0.7141617649427603,3,0.72445448689272,0.7141617649427603,3
ours,1,199.0,64,67,0.6542697810489115,0.5961193225029608,4,0.6474335983457135,0.5824469570965648,4
ours,1,199.0,53,20,0.7230771618155591,0.6892559059271787,6,0.5495366507135215,0.471852148731953,4
ours,1,199.0,17,32,0.7324695922241061,0.7252185178963522,2,0.7324695922241061,0.7252185178963522,2
ours,1,199.0,6,82,0.6752309888587821,0.6007920023511893,6,0.649078126149474,0.5285889348343753,6
ours,1,200.0,61,47,0.7449246268659805,0.7003655501833267,6,0.6613425120920218,0.5849546555998564,5
ours,1,200.0,70,13,0.6266903016262293,0.5849546555998564,4,0.6266903016262293,0.5849546555998564,4
ours,1,200.0,91,66,0.6737571435470008,0.4981085984642769,4,0.5624241890012467,0.4090507215133745,4
ours,1,200.0,15,36,0.7982551001152799,0.6428719142994237,9,0.6075246140960452,0.40183399033569045,6
ours,1,200.0,10,97,0.5708294916572295,0.5668640923174142,3,0.4295608738293882,0.3549611655756524,3
ours,1,201.0,20,34,0.7784453254203509,0.757903052328448,4,0.675378267945443,0.584916264005778,4
ours,1,201.0,57,65,0.3720899720919254,0.3720899720919254,1,0.3720899720919254,0.3720899720919254,1
ours,1,201.0,11,28,0.7601635158257103,0.6151782552540239,8,0.6951909874267935,0.5709795919744193,7
ours,1,201.0,57,44,0.6691677900869341,0.4916972656039065,3,0.6691677900869341,0.4916972656039065,3
ours,1,201.0,3,53,0.6747611304812708,0.5709795919744193,4,0.659135596596492,0.5709795919744193,4
ours,1,202.0,6,50,0.7374261622947461,0.726449958128917,2,0.7374261622947461,0.726449958128917,2
ours,1,202.0,64,47,0.6019577799970897,0.5355176491938852,4,0.43975557976697793,0.32234363764012675,3
ours,1,202.0,30,49,0.6897907265765134,0.5355176491938852,9,0.4934383170054578,0.34558308691225004,7
ours,1,202.0,10,47,0.6549657552586118,0.5355176491938852,6,0.5573661374922321,0.32234363764012675,5
ours,1,202.0,28,3,0.7198547518165984,0.5200961410377043,6,0.7098817848320774,0.5200961410377043,6
ours,1,203.0,40,12,0.7765361453484136,0.7765361453484136,2,0.7521549136224381,0.7521549136224381,2
ours,1,203.0,91,83,0.6627109728890442,0.4555330260739021,4,0.4444214251331407,0.35135701208405556,3
ours,1,203.0,17,4,0.6922615231804936,0.6305502512313111,2,0.6922615231804936,0.6305502512313111,2
ours,1,203.0,36,60,0.6386595149773421,0.6386595149773421,2,0.6235756630624225,0.6235756630624225,2
ours,1,203.0,89,17,0.7052983535032851,0.6076565295677776,8,0.6178829947167198,0.35135701208405556,6
ours,1,204.0,97,90,0.7473294175945929,0.5849656391127445,6,0.664483866607293,0.5849656391127445,5
ours,1,204.0,60,57,0.6189851211146795,0.5579778724267105,2,0.6189851211146795,0.5579778724267105,2
