method,run_id,time,source,target,ml_avg_reliability,ml_min_reliability,ml_hops,base_avg_reliability,base_min_reliability,base_hops
ours,8,299.0,23,97,0.9644708938833281,0.9427885395331193,7,0.9572624233492348,0.9427885395331193,7
ours,8,299.0,12,76,0.9656825794123094,0.9548330404755528,6,0.9647279095186634,0.9548330404755528,6
ours,8,299.0,96,21,0.962851666122015,0.9576067753128453,3,0.962851666122015,0.9576067753128453,3
ours,8,300.0,69,41,0.9720747235781855,0.9655150076690228,3,0.9720747235781855,0.9655150076690228,3
ours,8,300.0,40,87,0.969794013240574,0.9621233380209522,5,0.9600009378097628,0.9564394968887074,4
ours,8,300.0,38,34,0.9631381402656419,0.9508717872000148,6,0.9631381402656419,0.9508717872000148,6
ours,8,300.0,87,89,0.9693003697773802,0.9588239070656759,3,0.9680879992613599,0.9588239070656759,3
ours,8,300.0,88,46,0.9682291486633723,0.9577286899402241,5,0.9572965324316779,0.9529712160587324,4
ours,9,1.0,12,68,0.826336409129873,0.7334980988921781,6,0.791412426199673,0.7041869609345897,6
ours,9,1.0,74,45,0.8376213965328724,0.7755828643843579,10,0.8204226299550432,0.7755828643843579,9
ours,9,1.0,18,1,0.8369024562144881,0.7755828643843579,9,0.8145850501533723,0.7755828643843579,8
ours,9,1.0,17,66,0.8448132807092068,0.820426918458267,6,0.8339499292987322,0.820426918458267,6
ours,9,1.0,36,47,0.8230177166629324,0.7755828643843579,4,0.813674447388565,0.7755828643843579,4
ours,9,2.0,99,62,0.8356238968348567,0.7546949869795672,9,0.8270037251673803,0.7546949869795672,9
ours,9,2.0,52,43,0.8051497245626072,0.7080409015688687,11,0.7409151996740411,0.6351611309790766,8
ours,9,2.0,20,13,0.7979576488628363,0.7112735983383294,4,0.7979576488628363,0.7112735983383294,4
ours,9,2.0,27,19,0.7920627363716364,0.6510063219009999,8,0.7722133509360927,0.5721154990639048,8
ours,9,2.0,64,28,0.8566601917105753,0.7425178902223072,11,0.802495921557885,0.7425178902223072,11
ours,9,3.0,24,71,0.7740657563777595,0.7145795908413878,5,0.7740657563777595,0.7145795908413878,5
ours,9,3.0,78,88,0.8254221806255024,0.7145795908413878,9,0.7551967765946268,0.6176349443387409,8
ours,9,3.0,67,68,0.8569065179962932,0.8346452395260162,7,0.823707574476248,0.7421417159526337,7
ours,9,3.0,91,70,0.7985322871517043,0.7827875930314374,3,0.7940828192666082,0.7827875930314374,3
ours,9,3.0,89,96,0.7986367968001742,0.6580195852957067,7,0.797866304373974,0.6580195852957067,7
ours,9,4.0,14,53,0.7569999807387991,0.6139475178650612,3,0.7569999807387991,0.6139475178650612,3
ours,9,4.0,58,9,0.8172733543807904,0.7428269723453098,8,0.7555179266474062,0.693304423304441,7
ours,9,4.0,14,16,0.7717731595362595,0.7717731595362595,2,0.7717731595362595,0.7717731595362595,2
ours,9,4.0,2,61,0.7657116934742505,0.738375907696572,6,0.7587217563106624,0.7174060962058078,6
ours,9,4.0,44,39,0.7202629217366397,0.5864557827876101,5,0.5650285421312548,0.48254888347859615,4
ours,9,5.0,88,46,0.7426799012171916,0.6295913365790524,8,0.5262956512256087,0.3997712413289718,5
ours,9,5.0,17,56,0.7523949867884339,0.6972349389813985,9,0.6478535488486089,0.3355829297239693,9
ours,9,5.0,76,66,0.7602666383751181,0.6071222782131408,5,0.7577025049163896,0.6071222782131408,5
ours,9,5.0,97,43,0.7340242956228425,0.6743623238758871,3,0.5919073962557523,0.5919073962557523,2
ours,9,5.0,22,90,0.7780562698470551,0.7010015373992264,9,0.6075158333796552,0.3997712413289718,7
ours,9,6.0,95,15,0.7413230011266143,0.5082599549604426,5,0.5866795755063023,0.5082599549604426,4
ours,9,6.0,28,16,0.7008315715889688,0.5010548616176204,7,0.5939452850216566,0.4021512330401067,6
ours,9,6.0,88,18,0.7370656939177125,0.6664668339278762,5,0.7316995534778264,0.6664668339278762,5
ours,9,6.0,88,29,0.737768438546313,0.6664668339278762,2,0.737768438546313,0.6664668339278762,2
ours,9,6.0,39,16,0.6758594828425503,0.5010548616176204,8,0.6142118442302541,0.2940071531169621,7
ours,9,7.0,26,16,0.7002940385697284,0.5975137390299189,3,0.7002940385697284,0.5975137390299189,3
ours,9,7.0,10,54,0.7189336076661715,0.5689399802495105,7,0.39918686209694293,0.32920486736500754,3
ours,9,7.0,88,97,0.5439568284282176,0.5040587217677391,3,0.5439568284282176,0.5040587217677391,3
ours,9,7.0,14,9,0.796473586331032,0.7556603824888846,7,0.6671759936224392,0.5267642402838324,5
ours,9,7.0,2,99,0.7406783478682795,0.4844051607150761,8,0.6097202424946675,0.32920486736500754,6
ours,9,8.0,61,96,0.7832719090766028,0.7115443555580668,6,0.6989804725567902,0.5393058797972856,6
ours,9,8.0,55,5,0.7936436390034952,0.6733953675035838,7,0.7619661006296324,0.6733953675035838,6
ours,9,8.0,25,13,0.7309776498897989,0.45518790550149935,11,0.41526600391353685,0.2309201960639311,5
ours,9,8.0,4,84,0.6705334595942911,0.5769502553218468,2,0.6705334595942911,0.5769502553218468,2
ours,9,8.0,65,75,0.6860524349957206,0.5911827534086069,7,0.5950855763389501,0.47987650240570734,6
ours,9,9.0,7,60,0.3334557884589581,0.28842424858857574,2,0.30244070069408424,0.28842424858857574,2
ours,9,9.0,15,32,0.7428672063348974,0.5947098327628493,7,0.4994136354698642,0.27271458891361244,7
ours,9,9.0,5,8,0.570462356137448,0.5458555013472314,2,0.54754061624279,0.5458555013472314,2
ours,9,9.0,38,85,0.7215195334268986,0.44066630222309033,12,0.3343142354841385,0.28842424858857574,5
ours,9,9.0,1,96,0.8768435934233617,0.8487506290548754,3,0.8732260620951579,0.8487506290548754,3
ours,9,10.0,12,15,0.7627564041962478,0.6495352294996224,8,0.47717157579017877,0.3900648187692486,5
ours,9,10.0,77,26,0.4132792810353578,0.4132792810353578,2,0.4132792810353578,0.4132792810353578,2
ours,9,10.0,75,25,0.4272491717604526,0.2499176016989998,3,0.4272491717604526,0.2499176016989998,3
ours,9,10.0,23,85,0.7426537575396783,0.705566716082525,3,0.718146688135494,0.705566716082525,3
ours,9,10.0,44,3,0.6305609147959689,0.2575967770744705,6,0.6305609147959689,0.2575967770744705,6
ours,9,11.0,11,18,0.39369071781262044,0.39369071781262044,1,0.39369071781262044,0.39369071781262044,1
ours,9,11.0,95,35,0.5433724772857736,0.37215445271833514,6,0.47777171900678184,0.2133055823628992,6
ours,9,11.0,74,44,0.6051938102992237,0.365268414967293,5,0.48093575259073057,0.2531952209524979,5
ours,9,11.0,45,20,0.5959111739467572,0.33648387416850944,7,0.4242078998823786,0.18366421841268932,6
ours,9,11.0,64,99,0.6132919178516246,0.38912054184668265,7,0.5440828026473777,0.25605339504821356,6
ours,9,12.0,93,78,0.6801954212004082,0.6365718429756745,3,0.6187618648869779,0.6177395182600267,3
ours,9,12.0,30,64,0.7352173591619074,0.5515105372362188,11,0.617959586370256,0.29026481522340775,10
ours,9,12.0,72,8,0.3194675693866233,0.23843057101541087,2,0.2702945826694062,0.23843057101541087,2
ours,9,12.0,12,74,0.6752843946035618,0.5515105372362188,6,0.4999528524848484,0.23843057101541087,6
ours,9,12.0,67,27,0.47475620712492744,0.15705054450735634,3,0.24820380638795797,0.15705054450735634,2
ours,9,13.0,91,24,0.7428382130283434,0.7084915812775852,3,0.7428382130283434,0.7084915812775852,3
ours,9,13.0,36,21,0.6843879650725887,0.6843879650725887,1,0.6843879650725887,0.6843879650725887,1
ours,9,13.0,96,68,0.7620757447698774,0.7084915812775852,7,0.5482434862768213,0.3391495992580963,6
ours,9,13.0,0,92,0.7926577028862573,0.7926577028862573,1,0.7926577028862573,0.7926577028862573,1
ours,9,13.0,12,27,0.5595668817647416,0.37051930552376855,4,0.42756714989761846,0.3069734369925837,4
ours,9,14.0,64,90,0.764809627502284,0.6779397269366908,11,0.6138252527247454,0.3874147285609555,9
ours,9,14.0,60,46,0.6113720829464359,0.5252367001418502,3,0.6113720829464359,0.5252367001418502,3
ours,9,14.0,89,75,0.6969645528112873,0.4591372203533106,4,0.6687962828843699,0.4591372203533106,4
ours,9,14.0,23,56,0.6563125567394522,0.5339528226565239,6,0.6046485935474095,0.47853774831857687,6
ours,9,14.0,86,13,0.5012333625237386,0.36061101186697786,4,0.33607012747420234,0.25528644141171997,4
ours,9,15.0,23,45,0.7451007395964957,0.6759304866345802,7,0.5830550281291513,0.4351787976228845,7
ours,9,15.0,48,54,0.7728155315838031,0.7241470442036021,3,0.7501139161270979,0.6900946210185444,3
ours,9,15.0,27,65,0.6255960582589657,0.5890433150729252,5,0.5479066020420745,0.4167230006181921,5
ours,9,15.0,29,52,0.4351787976228845,0.4351787976228845,1,0.4351787976228845,0.4351787976228845,1
ours,9,15.0,14,97,0.6243980742113903,0.5852312858793863,4,0.4196015956328246,0.35402998113102613,4
ours,9,16.0,40,15,0.7308735584274327,0.6337190511692017,10,0.5403946833273305,0.4075505283724663,7
ours,9,16.0,59,14,0.5742248717738528,0.4944628672000887,4,0.42606476135993654,0.2536313037934652,4
ours,9,16.0,66,17,0.7249125117401626,0.5496171599444718,6,0.6732036180560236,0.5330203154973764,6
ours,9,16.0,63,97,0.7341146435687034,0.48170339863115874,8,0.39208210116070913,0.27850777237600854,4
ours,9,16.0,46,90,0.7447454280545784,0.6777595203477649,7,0.6943128357360192,0.5700422315685094,6
ours,9,17.0,36,71,0.6356125633325662,0.4178026853719652,3,0.48020105917515504,0.34804283760629917,3
ours,9,17.0,92,5,0.5859416040653652,0.5235085781878273,4,0.5859416040653652,0.5235085781878273,4
ours,9,17.0,10,41,0.793297506832214,0.5122689189451711,14,0.530918677706714,0.33962327015325133,7
ours,9,17.0,63,14,0.8160736835222334,0.6672654070533238,7,0.6083757337200135,0.5235085781878273,5
ours,9,17.0,49,36,0.5434795575229536,0.4178026853719652,5,0.4440380549905214,0.33962327015325133,5
ours,9,18.0,58,76,0.6976773231986823,0.534580691257006,9,0.5760051627480878,0.3525781736652389,8
ours,9,18.0,94,39,0.6722546490918176,0.45472785924913106,3,0.6042604692437304,0.45472785924913106,3
ours,9,18.0,87,56,0.8343251903105541,0.8296643198470723,2,0.8343251903105541,0.8296643198470723,2
ours,9,18.0,28,70,0.6233617543245759,0.41803634761053,4,0.6150714149742712,0.41803634761053,4
ours,9,18.0,52,37,0.4736043608100556,0.3317029215246179,2,0.4736043608100556,0.3317029215246179,2
ours,9,19.0,54,24,0.7109592035028811,0.6297344865672672,7,0.5795323157168096,0.3509425287772412,7
ours,9,19.0,8,60,0.566926586918646,0.5006409342441622,2,0.5169080237694059,0.5006409342441622,2
ours,9,19.0,86,47,0.6288915186616238,0.5283609776131499,6,0.4084190589343628,0.36675929224234793,4
ours,9,19.0,22,1,0.634402321301413,0.37779254652509553,9,0.5698047133721016,0.37779254652509553,8
ours,9,19.0,86,62,0.6442749937596675,0.5006409342441622,5,0.6442749937596675,0.5006409342441622,5
ours,9,20.0,86,13,0.5225450929421427,0.4961017686776399,3,0.49881675244043033,0.4961017686776399,3
ours,9,20.0,50,56,0.8359211017806998,0.7711853627915688,3,0.8359211017806998,0.7711853627915688,3
ours,9,20.0,66,84,0.63806395750926,0.5166490306212939,3,0.5805391639535932,0.5001742443218256,3
ours,9,20.0,86,10,0.5629285224259024,0.5001870476214082,4,0.5451322670496181,0.5001742443218256,4
ours,9,20.0,15,18,0.5739352296183238,0.5001870476214082,7,0.5491289481962369,0.4961017686776399,7
ours,9,21.0,50,51,0.7294149682663674,0.7005923110296888,6,0.579286624432393,0.4762648664247837,6
ours,9,21.0,88,75,0.7064819911611456,0.49235190470848933,6,0.5602446448911221,0.49235190470848933,5
ours,9,21.0,13,94,0.6826684490514784,0.5865164731376262,6,0.5705132720437255,0.49235190470848933,5
ours,9,21.0,21,8,0.7031575964134124,0.6008772790144805,3,0.7031575964134124,0.6008772790144805,3
ours,9,21.0,46,25,0.7760364483663184,0.7572149446733742,3,0.7760364483663184,0.7572149446733742,3
ours,9,22.0,43,25,0.7039091370104028,0.6359981451688905,5,0.6923660614228102,0.6071404561999091,5
ours,9,22.0,76,51,0.7191992270982771,0.689964171136102,6,0.6737466644916957,0.5634817052202098,6
ours,9,22.0,15,29,0.7428932411233676,0.7097146149438056,5,0.5056712724342487,0.36734201694430846,5
ours,9,22.0,54,92,0.7180486477240771,0.6657871033999948,4,0.7180486477240771,0.6657871033999948,4
ours,9,22.0,63,35,0.6657871033999948,0.6657871033999948,2,0.6657871033999948,0.6657871033999948,2
ours,9,23.0,97,91,0.7045247139943485,0.7045247139943485,1,0.7045247139943485,0.7045247139943485,1
ours,9,23.0,98,74,0.7172514289205516,0.6662947880666004,8,0.6665304757521857,0.6271410055929374,8
ours,9,23.0,75,34,0.6933311891985928,0.5367600859854521,9,0.6551519189844431,0.5367600859854521,9
ours,9,23.0,96,82,0.5005886994941626,0.47711628885204194,2,0.5005886994941626,0.47711628885204194,2
ours,9,23.0,51,45,0.6811303063922172,0.619430127364536,7,0.6661336876789469,0.619430127364536,7
ours,9,24.0,60,85,0.7267236323405266,0.6974514319061444,5,0.7249733030565446,0.6974514319061444,5
ours,9,24.0,77,51,0.7422380625167179,0.7231781753801949,6,0.5646597601832128,0.40694829894703277,6
ours,9,24.0,62,65,0.7840272938743074,0.7231781753801949,5,0.7412282709806031,0.6203084699578948,5
ours,9,24.0,35,18,0.7757589925503288,0.7672798781509929,3,0.7757589925503288,0.7672798781509929,3
ours,9,24.0,98,58,0.705509859847514,0.5848335854879041,8,0.590683190690263,0.40694829894703277,8
ours,9,25.0,13,15,0.5863893346798997,0.5080321255899801,2,0.5863893346798997,0.5080321255899801,2
ours,9,25.0,32,62,0.7530003371379036,0.6766747960310671,7,0.6056503816398718,0.46439048020875195,6
ours,9,25.0,63,29,0.7730275568481672,0.7599322612848947,4,0.7730275568481672,0.7599322612848947,4
ours,9,25.0,80,17,0.7406350142139715,0.6766747960310671,6,0.6452756268663444,0.5482491732168586,5
ours,9,25.0,3,12,0.7718418074554325,0.74751556165789,8,0.7135042836129044,0.6037114331313637,8
ours,9,26.0,94,6,0.7356792400180663,0.6387312143231726,5,0.6191034878588155,0.5411861562236281,4
ours,9,26.0,8,63,0.7105105692032561,0.6248560247429349,5,0.7027339555013985,0.6248560247429349,5
ours,9,26.0,86,3,0.7733298509049954,0.7469796971603873,5,0.7325954282988116,0.6924891664878499,5
ours,9,26.0,22,48,0.7184875429210557,0.6063248898617524,4,0.6839591481135086,0.6063248898617524,4
ours,9,26.0,77,86,0.5300623989811857,0.5300623989811857,1,0.5300623989811857,0.5300623989811857,1
ours,9,27.0,41,19,0.6383322306581299,0.5829904456666767,3,0.5154827646311692,0.4817289241134153,3
ours,9,27.0,38,79,0.6296712442175365,0.6265569830482933,3,0.6028053302693074,0.5909295038798142,3
ours,9,27.0,79,12,0.6789983501335431,0.6358997665560229,3,0.5572821859570751,0.5404585269957056,3
ours,9,27.0,97,9,0.6572138565070587,0.5778789104524061,8,0.6062370100472114,0.4817289241134153,8
ours,9,27.0,84,96,0.7015371332775869,0.575322817096815,3,0.7015371332775869,0.575322817096815,3
ours,9,28.0,66,98,0.6998346616045632,0.6217175670923,9,0.6076423496455051,0.49902917804923663,8
ours,9,28.0,63,59,0.6803617719011814,0.5694582625401827,4,0.6054642277046878,0.4196631741471957,4
ours,9,28.0,25,37,0.6715147052444624,0.4869152867492139,6,0.5968824487866524,0.4869152867492139,6
ours,9,28.0,84,63,0.6383657049081363,0.5694582625401827,3,0.5385023126461448,0.4196631741471957,3
ours,9,28.0,62,64,0.6120955841604413,0.4895149875578063,5,0.5556809107842303,0.4858699718078848,5
ours,9,29.0,33,69,0.7527832618581094,0.675715036985054,4,0.7284426686603765,0.6497512575553357,4
ours,9,29.0,43,69,0.6773972917403907,0.5363029804595084,5,0.6228781069236211,0.4476777230851139,4
ours,9,29.0,69,2,0.8161765134063588,0.767360029688443,2,0.779835618879432,0.767360029688443,2
ours,9,29.0,97,4,0.7350316792326864,0.5905362470720397,7,0.6111081270078812,0.4421644248855273,6
ours,9,29.0,55,15,0.7167589921654572,0.644053829088496,3,0.7167589921654572,0.644053829088496,3
ours,9,30.0,49,57,0.7237015894391929,0.6382607341759698,8,0.5193486395933223,0.4721861864068655,8
ours,9,30.0,40,48,0.6858348836894492,0.6548805379351453,4,0.6277173149933297,0.5564574187916047,4
ours,9,30.0,56,58,0.7099658681960832,0.5464975252527714,8,0.7099658681960832,0.5464975252527714,8
ours,9,30.0,4,22,0.6091211217942889,0.4721861864068655,4,0.5592844588126855,0.4721861864068655,4
ours,9,30.0,71,84,0.6981576971398934,0.6438468051875796,6,0.6079927337115152,0.4057701895187378,6
ours,9,31.0,99,38,0.6010105146956661,0.4707842134521756,8,0.4807949267379477,0.35324044015895606,7
ours,9,31.0,90,21,0.590066556128678,0.34286562796716247,4,0.3936816620352496,0.34286562796716247,3
ours,9,31.0,62,55,0.7075951861599341,0.6211089875759498,3,0.4894497652357206,0.4894497652357206,2
ours,9,31.0,17,39,0.7520094253485144,0.6916409415672178,7,0.699058571979344,0.6020874369174251,6
ours,9,31.0,91,49,0.5949209513298209,0.4707842134521756,7,0.4129499889848115,0.35324044015895606,5
ours,9,32.0,62,97,0.8089161200950754,0.7587920092071372,2,0.8089161200950754,0.7587920092071372,2
ours,9,32.0,14,72,0.6783259434078814,0.5651238891210886,8,0.4572165360305161,0.2930947626752298,6
ours,9,32.0,86,62,0.7054943761735344,0.6717293537956748,4,0.4679867722020061,0.24893361669038017,4
ours,9,32.0,84,70,0.4549095298375402,0.24893361669038017,2,0.4549095298375402,0.24893361669038017,2
ours,9,32.0,87,69,0.6995467790580772,0.5321940302163771,8,0.5749339321557968,0.4635003105108082,7
ours,9,33.0,73,60,0.6224451938168947,0.6224451938168947,2,0.6224451938168947,0.6224451938168947,2
ours,9,33.0,60,71,0.7311094869666802,0.7311094869666802,2,0.4493047003531794,0.4493047003531794,2
ours,9,33.0,20,64,0.7609826332574762,0.7102474857737495,9,0.5903417600513672,0.4493047003531794,7
ours,9,33.0,7,50,0.6680126645276934,0.637792899556746,3,0.6680126645276934,0.637792899556746,3
ours,9,33.0,33,63,0.6391050181585193,0.42436851060956937,6,0.528465683387636,0.33467480139319217,5
ours,9,34.0,78,86,0.49273670389073854,0.49273670389073854,2,0.3789019392569124,0.3789019392569124,2
ours,9,34.0,45,98,0.6824520230811895,0.6664204513826146,2,0.6824520230811895,0.6664204513826146,2
ours,9,34.0,36,41,0.6542642717584101,0.37246538399440454,6,0.6517678467957078,0.37246538399440454,6
ours,9,34.0,7,3,0.6757023464167753,0.664327802935169,4,0.6624996846237371,0.6462194306840056,4
ours,9,34.0,16,46,0.71410962133699,0.48234664604573996,9,0.6003569364004739,0.37246538399440454,7
ours,9,35.0,44,94,0.7288887952585731,0.7288887952585731,1,0.7288887952585731,0.7288887952585731,1
ours,9,35.0,74,3,0.7126823172885158,0.653643954423462,3,0.7126823172885158,0.653643954423462,3
ours,9,35.0,97,80,0.540636936080989,0.5201513211856063,3,0.540636936080989,0.5201513211856063,3
ours,9,35.0,43,48,0.4392036948532263,0.4392036948532263,2,0.4392036948532263,0.4392036948532263,2
ours,9,35.0,12,54,0.6067056463347944,0.6067056463347944,1,0.6067056463347944,0.6067056463347944,1
ours,9,36.0,44,45,0.7039807946256754,0.6726229590027348,2,0.5386566632924124,0.5386566632924124,2
ours,9,36.0,52,44,0.5906474676666388,0.564799021873437,4,0.5906474676666388,0.564799021873437,4
ours,9,36.0,7,84,0.6875963694224101,0.5772729391511718,4,0.659438782546758,0.5772729391511718,4
ours,9,36.0,31,30,0.6616930582947993,0.5143258207595217,6,0.5821149669481872,0.3580278742786178,6
ours,9,36.0,82,39,0.6275425922467724,0.564799021873437,7,0.6083298323995974,0.5469513409908269,7
ours,9,37.0,75,10,0.7450647875355745,0.5861451198277634,8,0.5691808733083247,0.5462700101771861,6
ours,9,37.0,88,8,0.5920739197635843,0.4443164373852577,2,0.5527470094351475,0.4443164373852577,2
ours,9,37.0,39,14,0.5944962125825741,0.49823818486490234,5,0.48480449832292055,0.29418450357572556,5
ours,9,37.0,43,21,0.5590546890574555,0.49823818486490234,5,0.3488219890373757,0.29418450357572556,4
ours,9,37.0,2,68,0.6932223081165015,0.5861451198277634,4,0.5838662664138062,0.5462700101771861,3
ours,9,38.0,41,4,0.46764212300632907,0.4499073219193772,3,0.46764212300632907,0.4499073219193772,3
ours,9,38.0,58,84,0.7575281033945553,0.6345665672589758,9,0.5468833639225162,0.45519579100013496,7
ours,9,38.0,54,72,0.7071373413973654,0.5182084461203806,5,0.5526422582167806,0.4458021437525099,4
ours,9,38.0,65,53,0.6809564155954013,0.5337036003605475,3,0.6809564155954013,0.5337036003605475,3
ours,9,38.0,34,2,0.6424543736658228,0.4458021437525099,2,0.6424543736658228,0.4458021437525099,2
ours,9,39.0,89,60,0.5738881452540475,0.3819994899818142,6,0.5738881452540475,0.3819994899818142,6
ours,9,39.0,75,2,0.45984071317797,0.3745110839745296,2,0.4544753844890072,0.3745110839745296,2
ours,9,39.0,40,48,0.6272871209871808,0.5731466645092813,7,0.5401988143817152,0.30887277177944705,7
ours,9,39.0,73,49,0.3900892925916992,0.3900892925916992,1,0.3900892925916992,0.3900892925916992,1
ours,9,39.0,41,73,0.5121275405367539,0.3900892925916992,3,0.4329739740699267,0.3628876288502494,3
ours,9,40.0,12,62,0.6178944206370871,0.5438139375728495,4,0.480164532039572,0.39020521183370827,4
ours,9,40.0,12,88,0.5475977840010736,0.43783347274811146,3,0.526027059079661,0.43783347274811146,3
ours,9,40.0,86,26,0.5994915717727214,0.400734884091704,6,0.5068713167932806,0.35458160812381867,5
ours,9,40.0,43,63,0.3731198679304004,0.3731198679304004,1,0.3731198679304004,0.3731198679304004,1
ours,9,40.0,64,97,0.8063659552731212,0.6910442123644771,8,0.5421327054838257,0.39020521183370827,7
ours,9,41.0,85,43,0.5505007370713633,0.3595472300247432,5,0.37601987721897157,0.3179396312749083,4
ours,9,41.0,21,78,0.46991165023685877,0.40600298745459795,3,0.4153686993574102,0.40600298745459795,3
ours,9,41.0,38,46,0.689955809128961,0.5824497733199955,9,0.5023216621003181,0.42424454588238036,7
ours,9,41.0,55,25,0.7287334347037591,0.5695299641575495,4,0.40255291712575103,0.3808612883691216,4
ours,9,41.0,9,68,0.5797445197509852,0.423418057672434,6,0.4990242368144475,0.3179396312749083,6
ours,9,42.0,27,36,0.5863152718003531,0.4236680388634244,3,0.3809592740518825,0.29094925260781346,3
ours,9,42.0,33,6,0.691451689724561,0.4696181806413249,9,0.674134491654343,0.4236680388634244,9
ours,9,42.0,38,73,0.5069428709747771,0.5069428709747771,1,0.5069428709747771,0.5069428709747771,1
ours,9,42.0,51,28,0.6553944339832126,0.4310804785208746,6,0.4029075678616301,0.3554658061421605,4
ours,9,42.0,11,91,0.3569339801519803,0.3569339801519803,1,0.3569339801519803,0.3569339801519803,1
ours,9,43.0,74,12,0.5956076823499376,0.5072368169561144,4,0.3762991250154976,0.3608653305552202,3
ours,9,43.0,75,43,0.5702605851787015,0.40191211186557596,5,0.4396089359457721,0.40191211186557596,4
ours,9,43.0,34,8,0.49470427903430436,0.43715331038027894,4,0.42329350267936483,0.3826582715777459,4
ours,9,43.0,72,67,0.46874006473077945,0.46874006473077945,1,0.46874006473077945,0.46874006473077945,1
ours,9,43.0,60,54,0.5000853090643723,0.3826582715777459,3,0.32563748401641346,0.29712709023574724,3
ours,9,44.0,26,44,0.5480033032912724,0.5480033032912724,2,0.40455619615391214,0.40455619615391214,2
ours,9,44.0,9,83,0.818903835469246,0.8102810819973463,3,0.818903835469246,0.8102810819973463,3
ours,9,44.0,38,64,0.7294041430313647,0.5736503126748469,10,0.4977284728887031,0.3642355875343779,7
ours,9,44.0,38,55,0.497112986219584,0.32010648774897277,3,0.4490679413249044,0.32010648774897277,3
ours,9,44.0,84,69,0.6691178949364356,0.437208050859605,6,0.6356711828337003,0.437208050859605,6
ours,9,45.0,40,25,0.5490671909022394,0.5248750420386473,5,0.5108760498007363,0.4993414379401556,5
ours,9,45.0,53,51,0.5555275136180444,0.5029902622673663,5,0.3849643445431331,0.2796399043887424,5
ours,9,45.0,32,79,0.5183986791530774,0.47916328114889195,4,0.5183986791530774,0.47916328114889195,4
ours,9,45.0,65,58,0.6135843419901391,0.5838769008082727,4,0.5325179732150285,0.4507665288741747,4
ours,9,45.0,85,97,0.5445423282951891,0.5248750420386473,3,0.5445423282951891,0.5248750420386473,3
ours,9,46.0,70,23,0.7246380515948845,0.5906989611293243,8,0.684773904015479,0.43619046386862914,8
ours,9,46.0,2,80,0.758507572511658,0.51584977051923,9,0.5407486599622485,0.31367163838218204,7
ours,9,46.0,90,66,0.8221389156626104,0.7615777595234078,3,0.8221389156626104,0.7615777595234078,3
ours,9,46.0,23,73,0.8335622105922943,0.6788234349020358,8,0.7605531132398828,0.6379967720821627,7
ours,9,46.0,63,27,0.6295797323363906,0.5974791497272441,6,0.47000520834476545,0.43619046386862914,6
ours,9,47.0,84,95,0.7943858811902341,0.6902830366764274,6,0.7406733529045326,0.58823254278625,5
ours,9,47.0,59,34,0.7204436586856531,0.5751665909784723,8,0.6585741535265719,0.5072615185756907,8
ours,9,47.0,78,98,0.7178014034968726,0.6310012449030353,6,0.714479202984859,0.6310012449030353,6
ours,9,47.0,55,72,0.6536950364324989,0.4111433558701947,4,0.5914680463416431,0.4111433558701947,4
ours,9,47.0,93,80,0.6538424066692109,0.5619553024342313,5,0.5682156086847334,0.39596884803035093,5
ours,9,48.0,7,66,0.754812264767906,0.6688076252969866,4,0.7282451927459856,0.6688076252969866,4
ours,9,48.0,25,46,0.5561373316135675,0.5069337913774288,3,0.521424564764324,0.5069337913774288,3
ours,9,48.0,59,18,0.7644110812361924,0.5633503920585674,4,0.7424290103541689,0.5633503920585674,4
ours,9,48.0,30,19,0.6605182956035553,0.61346074335605,2,0.6362780440232533,0.61346074335605,2
ours,9,48.0,95,87,0.7855536232586099,0.7636777163189361,5,0.6846488553958006,0.6479161653306336,4
ours,9,49.0,97,38,0.6198792964193182,0.5753902115545493,7,0.5112002063960116,0.3890496200305269,7
ours,9,49.0,55,52,0.5802813153772458,0.5802813153772458,2,0.5255526239527284,0.5255526239527284,2
ours,9,49.0,40,8,0.6561040149102711,0.6187008996814497,4,0.5428793557826889,0.47882712840607844,3
ours,9,49.0,52,34,0.7155406797869219,0.6147561985148509,7,0.5552186263240084,0.47882712840607844,5
ours,9,49.0,36,82,0.6694257612733978,0.5767669941429698,5,0.6230180787858277,0.5563111429882572,5
ours,9,50.0,20,32,0.6835027280876483,0.26971429683775927,6,0.6731890087087972,0.26971429683775927,6
ours,9,50.0,87,76,0.8071749759037092,0.8044678486330001,2,0.7862978302066724,0.7862978302066724,2
ours,9,50.0,30,51,0.49953043629051963,0.49953043629051963,1,0.49953043629051963,0.49953043629051963,1
ours,9,50.0,30,14,0.6858284077412706,0.6169086973901055,2,0.6858284077412706,0.6169086973901055,2
ours,9,50.0,19,24,0.6834992456192776,0.524367696700289,3,0.6834992456192776,0.524367696700289,3
ours,9,51.0,3,31,0.7942994083711047,0.7924899132150627,3,0.7076914510574622,0.7076914510574622,2
ours,9,51.0,39,59,0.7873625734326174,0.7076914510574622,3,0.7828814005204418,0.7076914510574622,3
ours,9,51.0,62,71,0.7165503837810029,0.6319077338327177,8,0.6962580738809789,0.6319077338327177,8
ours,9,51.0,55,54,0.6812356574910764,0.45409790127387173,6,0.6291346788436479,0.45409790127387173,6
ours,9,51.0,82,4,0.6881930953158044,0.5974963676614897,11,0.6370703608489136,0.5698704209519156,10
ours,9,52.0,25,20,0.7898956212103023,0.6693920858671738,10,0.5622416877310531,0.39812047328024114,9
